2015,Date Time (MDT),Discharge(l/min),SC (microSiemens/cm),,2016,Date Time (MDT),Discharge(l/min),SC (microSiemens/cm)
,10-01-2015 00:00,366987,554,,,10-01-2016 00:00,344899.8,587
,10-01-2015 00:15,366987,554,,,10-01-2016 00:15,344899.8,587
,10-01-2015 00:30,366987,554,,,10-01-2016 00:30,344899.8,587
,10-01-2015 00:45,366987,554,,,10-01-2016 00:45,344899.8,588
,10-01-2015 01:00,366987,554,,,10-01-2016 01:00,348297.9,588
,10-01-2015 01:15,366987,555,,,10-01-2016 01:15,344899.8,588
,10-01-2015 01:30,366987,556,,,10-01-2016 01:30,344899.8,589
,10-01-2015 01:45,366987,556,,,10-01-2016 01:45,344899.8,589
,10-01-2015 02:00,366987,556,,,10-01-2016 02:00,344899.8,590
,10-01-2015 02:15,366987,556,,,10-01-2016 02:15,344899.8,591
,10-01-2015 02:30,366987,556,,,10-01-2016 02:30,348297.9,591
,10-01-2015 02:45,366987,556,,,10-01-2016 02:45,344899.8,592
,10-01-2015 03:00,366987,556,,,10-01-2016 03:00,348297.9,593
,10-01-2015 03:15,366987,556,,,10-01-2016 03:15,348297.9,593
,10-01-2015 03:30,366987,555,,,10-01-2016 03:30,344899.8,594
,10-01-2015 03:45,366987,555,,,10-01-2016 03:45,348297.9,595
,10-01-2015 04:00,366987,555,,,10-01-2016 04:00,348297.9,595
,10-01-2015 04:15,366987,554,,,10-01-2016 04:15,348297.9,596
,10-01-2015 04:30,372084.1,553,,,10-01-2016 04:30,348297.9,596
,10-01-2015 04:45,372084.1,553,,,10-01-2016 04:45,348297.9,597
,10-01-2015 05:00,372084.1,552,,,10-01-2016 05:00,348297.9,597
,10-01-2015 05:15,372084.1,552,,,10-01-2016 05:15,348297.9,598
,10-01-2015 05:30,372084.1,551,,,10-01-2016 05:30,348297.9,598
,10-01-2015 05:45,366987,551,,,10-01-2016 05:45,348297.9,598
,10-01-2015 06:00,366987,551,,,10-01-2016 06:00,348297.9,598
,10-01-2015 06:15,372084.1,552,,,10-01-2016 06:15,348297.9,597
,10-01-2015 06:30,372084.1,552,,,10-01-2016 06:30,348297.9,597
,10-01-2015 06:45,372084.1,552,,,10-01-2016 06:45,348297.9,596
,10-01-2015 07:00,372084.1,552,,,10-01-2016 07:00,348297.9,596
,10-01-2015 07:15,372084.1,552,,,10-01-2016 07:15,348297.9,595
,10-01-2015 07:30,372084.1,552,,,10-01-2016 07:30,348297.9,594
,10-01-2015 07:45,372084.1,551,,,10-01-2016 07:45,348297.9,594
,10-01-2015 08:00,372084.1,550,,,10-01-2016 08:00,348297.9,593
,10-01-2015 08:15,372084.1,550,,,10-01-2016 08:15,348297.9,592
,10-01-2015 08:30,372084.1,549,,,10-01-2016 08:30,348297.9,591
,10-01-2015 08:45,372084.1,548,,,10-01-2016 08:45,348297.9,590
,10-01-2015 09:00,375482.1,548,,,10-01-2016 09:00,348297.9,590
,10-01-2015 09:15,372084.1,547,,,10-01-2016 09:15,348297.9,589
,10-01-2015 09:30,372084.1,547,,,10-01-2016 09:30,353394.9,589
,10-01-2015 09:45,375482.1,547,,,10-01-2016 09:45,353394.9,589
,10-01-2015 10:00,372084.1,548,,,10-01-2016 10:00,353394.9,589
,10-01-2015 10:15,375482.1,548,,,10-01-2016 10:15,353394.9,589
,10-01-2015 10:30,372084.1,549,,,10-01-2016 10:30,348297.9,588
,10-01-2015 10:45,372084.1,549,,,10-01-2016 10:45,348297.9,589
,10-01-2015 11:00,372084.1,550,,,10-01-2016 11:00,353394.9,588
,10-01-2015 11:15,372084.1,550,,,10-01-2016 11:15,348297.9,588
,10-01-2015 11:30,372084.1,550,,,10-01-2016 11:30,353394.9,588
,10-01-2015 11:45,372084.1,550,,,10-01-2016 11:45,353394.9,588
,10-01-2015 12:00,375482.1,550,,,10-01-2016 12:00,353394.9,588
,10-01-2015 12:15,375482.1,549,,,10-01-2016 12:15,358492,589
,10-01-2015 12:30,375482.1,549,,,10-01-2016 12:30,353394.9,590
,10-01-2015 12:45,375482.1,549,,,10-01-2016 12:45,358492,591
,10-01-2015 13:00,375482.1,549,,,10-01-2016 13:00,353394.9,592
,10-01-2015 13:15,375482.1,548,,,10-01-2016 13:15,353394.9,593
,10-01-2015 13:30,375482.1,548,,,10-01-2016 13:30,358492,592
,10-01-2015 13:45,375482.1,548,,,10-01-2016 13:45,353394.9,592
,10-01-2015 14:00,380579.1,548,,,10-01-2016 14:00,358492,591
,10-01-2015 14:15,375482.1,547,,,10-01-2016 14:15,353394.9,590
,10-01-2015 14:30,375482.1,547,,,10-01-2016 14:30,358492,589
,10-01-2015 14:45,375482.1,547,,,10-01-2016 14:45,358492,589
,10-01-2015 15:00,375482.1,546,,,10-01-2016 15:00,358492,589
,10-01-2015 15:15,375482.1,546,,,10-01-2016 15:15,358492,589
,10-01-2015 15:30,375482.1,546,,,10-01-2016 15:30,361890,589
,10-01-2015 15:45,375482.1,546,,,10-01-2016 15:45,361890,589
,10-01-2015 16:00,375482.1,546,,,10-01-2016 16:00,361890,590
,10-01-2015 16:15,375482.1,546,,,10-01-2016 16:15,366987,590
,10-01-2015 16:30,375482.1,546,,,10-01-2016 16:30,366987,590
,10-01-2015 16:45,375482.1,547,,,10-01-2016 16:45,366987,591
,10-01-2015 17:00,375482.1,547,,,10-01-2016 17:00,366987,592
,10-01-2015 17:15,372084.1,547,,,10-01-2016 17:15,361890,593
,10-01-2015 17:30,372084.1,548,,,10-01-2016 17:30,361890,594
,10-01-2015 17:45,372084.1,548,,,10-01-2016 17:45,361890,595
,10-01-2015 18:00,372084.1,548,,,10-01-2016 18:00,366987,593
,10-01-2015 18:15,372084.1,547,,,10-01-2016 18:15,366987,594
,10-01-2015 18:30,372084.1,547,,,10-01-2016 18:30,372084.1,593
,10-01-2015 18:45,372084.1,546,,,10-01-2016 18:45,375482.1,594
,10-01-2015 19:00,372084.1,546,,,10-01-2016 19:00,372084.1,593
,10-01-2015 19:15,372084.1,546,,,10-01-2016 19:15,375482.1,592
,10-01-2015 19:30,372084.1,546,,,10-01-2016 19:30,375482.1,591
,10-01-2015 19:45,372084.1,545,,,10-01-2016 19:45,385676.2,590
,10-01-2015 20:00,375482.1,545,,,10-01-2016 20:00,380579.1,589
,10-01-2015 20:15,375482.1,545,,,10-01-2016 20:15,385676.2,587
,10-01-2015 20:30,375482.1,545,,,10-01-2016 20:30,390773.2,585
,10-01-2015 20:45,375482.1,546,,,10-01-2016 20:45,394171.2,583
,10-01-2015 21:00,375482.1,547,,,10-01-2016 21:00,394171.2,582
,10-01-2015 21:15,375482.1,549,,,10-01-2016 21:15,399268.3,580
,10-01-2015 21:30,372084.1,550,,,10-01-2016 21:30,399268.3,578
,10-01-2015 21:45,372084.1,552,,,10-01-2016 21:45,404365.3,577
,10-01-2015 22:00,372084.1,554,,,10-01-2016 22:00,409462.4,574
,10-01-2015 22:15,372084.1,555,,,10-01-2016 22:15,414559.4,575
,10-01-2015 22:30,372084.1,557,,,10-01-2016 22:30,414559.4,574
,10-01-2015 22:45,375482.1,558,,,10-01-2016 22:45,414559.4,575
,10-01-2015 23:00,372084.1,559,,,10-01-2016 23:00,414559.4,576
,10-01-2015 23:15,372084.1,559,,,10-01-2016 23:15,414559.4,578
,10-01-2015 23:30,372084.1,559,,,10-01-2016 23:30,414559.4,581
,10-01-2015 23:45,372084.1,558,,,10-01-2016 23:45,414559.4,584
,10-02-2015 00:00,375482.1,557,,,10-02-2016 00:00,414559.4,587
,10-02-2015 00:15,375482.1,556,,,10-02-2016 00:15,414559.4,590
,10-02-2015 00:30,375482.1,555,,,10-02-2016 00:30,414559.4,594
,10-02-2015 00:45,375482.1,554,,,10-02-2016 00:45,414559.4,597
,10-02-2015 01:00,375482.1,553,,,10-02-2016 01:00,419656.5,600
,10-02-2015 01:15,380579.1,552,,,10-02-2016 01:15,419656.5,602
,10-02-2015 01:30,380579.1,551,,,10-02-2016 01:30,419656.5,601
,10-02-2015 01:45,380579.1,550,,,10-02-2016 01:45,419656.5,603
,10-02-2015 02:00,380579.1,549,,,10-02-2016 02:00,419656.5,604
,10-02-2015 02:15,380579.1,548,,,10-02-2016 02:15,419656.5,595
,10-02-2015 02:30,380579.1,547,,,10-02-2016 02:30,424753.5,607
,10-02-2015 02:45,380579.1,546,,,10-02-2016 02:45,424753.5,607
,10-02-2015 03:00,380579.1,546,,,10-02-2016 03:00,424753.5,600
,10-02-2015 03:15,380579.1,545,,,10-02-2016 03:15,424753.5,607
,10-02-2015 03:30,385676.2,544,,,10-02-2016 03:30,424753.5,607
,10-02-2015 03:45,385676.2,543,,,10-02-2016 03:45,424753.5,601
,10-02-2015 04:00,385676.2,543,,,10-02-2016 04:00,419656.5,603
,10-02-2015 04:15,385676.2,542,,,10-02-2016 04:15,419656.5,602
,10-02-2015 04:30,385676.2,542,,,10-02-2016 04:30,424753.5,602
,10-02-2015 04:45,390773.2,541,,,10-02-2016 04:45,419656.5,600
,10-02-2015 05:00,394171.2,542,,,10-02-2016 05:00,419656.5,599
,10-02-2015 05:15,394171.2,542,,,10-02-2016 05:15,419656.5,602
,10-02-2015 05:30,394171.2,542,,,10-02-2016 05:30,419656.5,600
,10-02-2015 05:45,394171.2,543,,,10-02-2016 05:45,414559.4,599
,10-02-2015 06:00,399268.3,544,,,10-02-2016 06:00,419656.5,596
,10-02-2015 06:15,399268.3,544,,,10-02-2016 06:15,414559.4,595
,10-02-2015 06:30,399268.3,545,,,10-02-2016 06:30,414559.4,595
,10-02-2015 06:45,399268.3,546,,,10-02-2016 06:45,414559.4,593
,10-02-2015 07:00,399268.3,548,,,10-02-2016 07:00,414559.4,591
,10-02-2015 07:15,394171.2,549,,,10-02-2016 07:15,414559.4,592
,10-02-2015 07:30,394171.2,550,,,10-02-2016 07:30,414559.4,589
,10-02-2015 07:45,394171.2,552,,,10-02-2016 07:45,409462.4,589
,10-02-2015 08:00,399268.3,554,,,10-02-2016 08:00,409462.4,588
,10-02-2015 08:15,399268.3,555,,,10-02-2016 08:15,409462.4,587
,10-02-2015 08:30,399268.3,557,,,10-02-2016 08:30,404365.3,586
,10-02-2015 08:45,399268.3,558,,,10-02-2016 08:45,404365.3,585
,10-02-2015 09:00,399268.3,560,,,10-02-2016 09:00,404365.3,584
,10-02-2015 09:15,399268.3,561,,,10-02-2016 09:15,399268.3,583
,10-02-2015 09:30,399268.3,563,,,10-02-2016 09:30,404365.3,583
,10-02-2015 09:45,404365.3,563,,,10-02-2016 09:45,399268.3,582
,10-02-2015 10:00,399268.3,564,,,10-02-2016 10:00,399268.3,582
,10-02-2015 10:15,404365.3,564,,,10-02-2016 10:15,399268.3,583
,10-02-2015 10:30,399268.3,564,,,10-02-2016 10:30,399268.3,581
,10-02-2015 10:45,399268.3,563,,,10-02-2016 10:45,399268.3,581
,10-02-2015 11:00,399268.3,563,,,10-02-2016 11:00,399268.3,581
,10-02-2015 11:15,399268.3,561,,,10-02-2016 11:15,399268.3,580
,10-02-2015 11:30,399268.3,560,,,10-02-2016 11:30,399268.3,580
,10-02-2015 11:45,399268.3,559,,,10-02-2016 11:45,399268.3,579
,10-02-2015 12:00,399268.3,558,,,10-02-2016 12:00,404365.3,579
,10-02-2015 12:15,399268.3,557,,,10-02-2016 12:15,399268.3,579
,10-02-2015 12:30,399268.3,556,,,10-02-2016 12:30,404365.3,581
,10-02-2015 12:45,399268.3,555,,,10-02-2016 12:45,404365.3,581
,10-02-2015 13:00,404365.3,556,,,10-02-2016 13:00,404365.3,582
,10-02-2015 13:15,404365.3,556,,,10-02-2016 13:15,404365.3,582
,10-02-2015 13:30,404365.3,557,,,10-02-2016 13:30,409462.4,583
,10-02-2015 13:45,404365.3,559,,,10-02-2016 13:45,419656.5,583
,10-02-2015 14:00,404365.3,560,,,10-02-2016 14:00,424753.5,581
,10-02-2015 14:15,404365.3,562,,,10-02-2016 14:15,434947.6,578
,10-02-2015 14:30,404365.3,563,,,10-02-2016 14:30,445141.7,568
,10-02-2015 14:45,399268.3,563,,,10-02-2016 14:45,445141.7,569
,10-02-2015 15:00,399268.3,563,,,10-02-2016 15:00,450238.7,570
,10-02-2015 15:15,399268.3,563,,,10-02-2016 15:15,450238.7,570
,10-02-2015 15:30,399268.3,562,,,10-02-2016 15:30,455335.8,571
,10-02-2015 15:45,399268.3,562,,,10-02-2016 15:45,455335.8,570
,10-02-2015 16:00,399268.3,561,,,10-02-2016 16:00,450238.7,571
,10-02-2015 16:15,399268.3,560,,,10-02-2016 16:15,455335.8,571
,10-02-2015 16:30,399268.3,560,,,10-02-2016 16:30,455335.8,574
,10-02-2015 16:45,399268.3,559,,,10-02-2016 16:45,450238.7,574
,10-02-2015 17:00,399268.3,558,,,10-02-2016 17:00,450238.7,574
,10-02-2015 17:15,399268.3,556,,,10-02-2016 17:15,455335.8,575
,10-02-2015 17:30,399268.3,555,,,10-02-2016 17:30,460432.8,574
,10-02-2015 17:45,399268.3,553,,,10-02-2016 17:45,465529.8,574
,10-02-2015 18:00,399268.3,551,,,10-02-2016 18:00,470626.9,573
,10-02-2015 18:15,404365.3,550,,,10-02-2016 18:15,475723.9,578
,10-02-2015 18:30,404365.3,549,,,10-02-2016 18:30,480821,584
,10-02-2015 18:45,404365.3,548,,,10-02-2016 18:45,480821,588
,10-02-2015 19:00,404365.3,547,,,10-02-2016 19:00,485918,595
,10-02-2015 19:15,404365.3,547,,,10-02-2016 19:15,491015,602
,10-02-2015 19:30,404365.3,547,,,10-02-2016 19:30,497811.1,609
,10-02-2015 19:45,399268.3,547,,,10-02-2016 19:45,502908.1,613
,10-02-2015 20:00,404365.3,548,,,10-02-2016 20:00,508005.2,615
,10-02-2015 20:15,404365.3,548,,,10-02-2016 20:15,513102.2,617
,10-02-2015 20:30,404365.3,549,,,10-02-2016 20:30,513102.2,620
,10-02-2015 20:45,404365.3,549,,,10-02-2016 20:45,518199.3,620
,10-02-2015 21:00,404365.3,549,,,10-02-2016 21:00,530092.4,617
,10-02-2015 21:15,404365.3,549,,,10-02-2016 21:15,535189.4,615
,10-02-2015 21:30,409462.4,548,,,10-02-2016 21:30,541985.5,613
,10-02-2015 21:45,404365.3,547,,,10-02-2016 21:45,541985.5,614
,10-02-2015 22:00,404365.3,546,,,10-02-2016 22:00,541985.5,613
,10-02-2015 22:15,404365.3,545,,,10-02-2016 22:15,541985.5,615
,10-02-2015 22:30,409462.4,544,,,10-02-2016 22:30,541985.5,618
,10-02-2015 22:45,409462.4,543,,,10-02-2016 22:45,535189.4,620
,10-02-2015 23:00,404365.3,542,,,10-02-2016 23:00,541985.5,621
,10-02-2015 23:15,404365.3,541,,,10-02-2016 23:15,547082.5,624
,10-02-2015 23:30,404365.3,540,,,10-02-2016 23:30,552179.6,625
,10-02-2015 23:45,404365.3,538,,,10-02-2016 23:45,558975.6,624
,10-03-2015 00:00,409462.4,537,,,10-03-2016 00:00,564072.6,623
,10-03-2015 00:15,409462.4,537,,,10-03-2016 00:15,581062.8,622
,10-03-2015 00:30,404365.3,537,,,10-03-2016 00:30,592955.9,623
,10-03-2015 00:45,409462.4,538,,,10-03-2016 00:45,592955.9,624
,10-03-2015 01:00,409462.4,539,,,10-03-2016 01:00,592955.9,626
,10-03-2015 01:15,409462.4,540,,,10-03-2016 01:15,592955.9,627
,10-03-2015 01:30,409462.4,541,,,10-03-2016 01:30,599751.9,631
,10-03-2015 01:45,409462.4,543,,,10-03-2016 01:45,592955.9,634
,10-03-2015 02:00,409462.4,545,,,10-03-2016 02:00,599751.9,636
,10-03-2015 02:15,409462.4,547,,,10-03-2016 02:15,604849,637
,10-03-2015 02:30,409462.4,550,,,10-03-2016 02:30,604849,637
,10-03-2015 02:45,409462.4,554,,,10-03-2016 02:45,611645,636
,10-03-2015 03:00,409462.4,557,,,10-03-2016 03:00,611645,634
,10-03-2015 03:15,409462.4,559,,,10-03-2016 03:15,618441.1,632
,10-03-2015 03:30,409462.4,561,,,10-03-2016 03:30,623538.1,630
,10-03-2015 03:45,409462.4,563,,,10-03-2016 03:45,642227.3,629
,10-03-2015 04:00,404365.3,563,,,10-03-2016 04:00,642227.3,629
,10-03-2015 04:15,409462.4,563,,,10-03-2016 04:15,642227.3,630
,10-03-2015 04:30,409462.4,563,,,10-03-2016 04:30,649023.3,630
,10-03-2015 04:45,409462.4,562,,,10-03-2016 04:45,649023.3,632
,10-03-2015 05:00,409462.4,561,,,10-03-2016 05:00,660916.4,633
,10-03-2015 05:15,409462.4,560,,,10-03-2016 05:15,660916.4,633
,10-03-2015 05:30,409462.4,560,,,10-03-2016 05:30,660916.4,633
,10-03-2015 05:45,409462.4,559,,,10-03-2016 05:45,667712.5,633
,10-03-2015 06:00,409462.4,558,,,10-03-2016 06:00,674508.6,633
,10-03-2015 06:15,404365.3,557,,,10-03-2016 06:15,667712.5,632
,10-03-2015 06:30,409462.4,556,,,10-03-2016 06:30,667712.5,632
,10-03-2015 06:45,409462.4,556,,,10-03-2016 06:45,667712.5,633
,10-03-2015 07:00,409462.4,555,,,10-03-2016 07:00,667712.5,633
,10-03-2015 07:15,409462.4,554,,,10-03-2016 07:15,660916.4,633
,10-03-2015 07:30,409462.4,554,,,10-03-2016 07:30,660916.4,632
,10-03-2015 07:45,409462.4,553,,,10-03-2016 07:45,654120.4,631
,10-03-2015 08:00,409462.4,553,,,10-03-2016 08:00,654120.4,629
,10-03-2015 08:15,409462.4,553,,,10-03-2016 08:15,660916.4,626
,10-03-2015 08:30,404365.3,553,,,10-03-2016 08:30,660916.4,624
,10-03-2015 08:45,404365.3,553,,,10-03-2016 08:45,654120.4,621
,10-03-2015 09:00,409462.4,553,,,10-03-2016 09:00,654120.4,619
,10-03-2015 09:15,409462.4,553,,,10-03-2016 09:15,654120.4,617
,10-03-2015 09:30,404365.3,553,,,10-03-2016 09:30,654120.4,615
,10-03-2015 09:45,404365.3,553,,,10-03-2016 09:45,649023.3,613
,10-03-2015 10:00,404365.3,552,,,10-03-2016 10:00,649023.3,610
,10-03-2015 10:15,404365.3,552,,,10-03-2016 10:15,642227.3,607
,10-03-2015 10:30,404365.3,551,,,10-03-2016 10:30,642227.3,604
,10-03-2015 10:45,399268.3,550,,,10-03-2016 10:45,635431.2,602
,10-03-2015 11:00,399268.3,549,,,10-03-2016 11:00,623538.1,599
,10-03-2015 11:15,399268.3,548,,,10-03-2016 11:15,623538.1,595
,10-03-2015 11:30,399268.3,547,,,10-03-2016 11:30,618441.1,591
,10-03-2015 11:45,399268.3,546,,,10-03-2016 11:45,611645,589
,10-03-2015 12:00,399268.3,545,,,10-03-2016 12:00,604849,585
,10-03-2015 12:15,399268.3,543,,,10-03-2016 12:15,604849,584
,10-03-2015 12:30,404365.3,542,,,10-03-2016 12:30,599751.9,581
,10-03-2015 12:45,399268.3,542,,,10-03-2016 12:45,599751.9,579
,10-03-2015 13:00,404365.3,541,,,10-03-2016 13:00,592955.9,577
,10-03-2015 13:15,399268.3,540,,,10-03-2016 13:15,587858.8,575
,10-03-2015 13:30,399268.3,540,,,10-03-2016 13:30,581062.8,572
,10-03-2015 13:45,404365.3,539,,,10-03-2016 13:45,587858.8,570
,10-03-2015 14:00,404365.3,539,,,10-03-2016 14:00,575965.7,568
,10-03-2015 14:15,404365.3,539,,,10-03-2016 14:15,575965.7,564
,10-03-2015 14:30,404365.3,538,,,10-03-2016 14:30,575965.7,562
,10-03-2015 14:45,404365.3,538,,,10-03-2016 14:45,564072.6,561
,10-03-2015 15:00,409462.4,538,,,10-03-2016 15:00,564072.6,560
,10-03-2015 15:15,409462.4,539,,,10-03-2016 15:15,558975.6,561
,10-03-2015 15:30,404365.3,539,,,10-03-2016 15:30,552179.6,560
,10-03-2015 15:45,409462.4,540,,,10-03-2016 15:45,552179.6,560
,10-03-2015 16:00,409462.4,541,,,10-03-2016 16:00,547082.5,560
,10-03-2015 16:15,409462.4,542,,,10-03-2016 16:15,547082.5,559
,10-03-2015 16:30,409462.4,543,,,10-03-2016 16:30,541985.5,558
,10-03-2015 16:45,409462.4,544,,,10-03-2016 16:45,541985.5,557
,10-03-2015 17:00,414559.4,545,,,10-03-2016 17:00,535189.4,555
,10-03-2015 17:15,414559.4,545,,,10-03-2016 17:15,530092.4,553
,10-03-2015 17:30,414559.4,545,,,10-03-2016 17:30,530092.4,552
,10-03-2015 17:45,414559.4,546,,,10-03-2016 17:45,530092.4,551
,10-03-2015 18:00,414559.4,546,,,10-03-2016 18:00,524995.3,551
,10-03-2015 18:15,414559.4,546,,,10-03-2016 18:15,524995.3,549
,10-03-2015 18:30,419656.5,546,,,10-03-2016 18:30,518199.3,549
,10-03-2015 18:45,419656.5,546,,,10-03-2016 18:45,513102.2,548
,10-03-2015 19:00,419656.5,547,,,10-03-2016 19:00,513102.2,549
,10-03-2015 19:15,414559.4,547,,,10-03-2016 19:15,508005.2,548
,10-03-2015 19:30,419656.5,548,,,10-03-2016 19:30,508005.2,546
,10-03-2015 19:45,414559.4,549,,,10-03-2016 19:45,508005.2,546
,10-03-2015 20:00,419656.5,550,,,10-03-2016 20:00,502908.1,545
,10-03-2015 20:15,419656.5,550,,,10-03-2016 20:15,502908.1,545
,10-03-2015 20:30,419656.5,551,,,10-03-2016 20:30,497811.1,546
,10-03-2015 20:45,414559.4,552,,,10-03-2016 20:45,497811.1,547
,10-03-2015 21:00,419656.5,553,,,10-03-2016 21:00,497811.1,546
,10-03-2015 21:15,419656.5,553,,,10-03-2016 21:15,497811.1,547
,10-03-2015 21:30,419656.5,554,,,10-03-2016 21:30,497811.1,547
,10-03-2015 21:45,414559.4,554,,,10-03-2016 21:45,491015,549
,10-03-2015 22:00,419656.5,555,,,10-03-2016 22:00,497811.1,549
,10-03-2015 22:15,414559.4,556,,,10-03-2016 22:15,491015,552
,10-03-2015 22:30,414559.4,557,,,10-03-2016 22:30,497811.1,552
,10-03-2015 22:45,419656.5,557,,,10-03-2016 22:45,497811.1,553
,10-03-2015 23:00,414559.4,557,,,10-03-2016 23:00,491015,555
,10-03-2015 23:15,414559.4,556,,,10-03-2016 23:15,491015,556
,10-03-2015 23:30,414559.4,555,,,10-03-2016 23:30,491015,557
,10-03-2015 23:45,414559.4,554,,,10-03-2016 23:45,491015,558
,10-04-2015 00:00,414559.4,553,,,10-04-2016 00:00,491015,558
,10-04-2015 00:15,414559.4,551,,,10-04-2016 00:15,491015,559
,10-04-2015 00:30,414559.4,550,,,10-04-2016 00:30,491015,560
,10-04-2015 00:45,414559.4,548,,,10-04-2016 00:45,485918,560
,10-04-2015 01:00,414559.4,547,,,10-04-2016 01:00,485918,560
,10-04-2015 01:15,414559.4,545,,,10-04-2016 01:15,485918,561
,10-04-2015 01:30,414559.4,544,,,10-04-2016 01:30,485918,561
,10-04-2015 01:45,414559.4,542,,,10-04-2016 01:45,480821,562
,10-04-2015 02:00,414559.4,541,,,10-04-2016 02:00,485918,563
,10-04-2015 02:15,414559.4,540,,,10-04-2016 02:15,480821,563
,10-04-2015 02:30,414559.4,540,,,10-04-2016 02:30,480821,564
,10-04-2015 02:45,414559.4,540,,,10-04-2016 02:45,480821,564
,10-04-2015 03:00,409462.4,539,,,10-04-2016 03:00,480821,564
,10-04-2015 03:15,409462.4,539,,,10-04-2016 03:15,475723.9,565
,10-04-2015 03:30,409462.4,539,,,10-04-2016 03:30,480821,565
,10-04-2015 03:45,409462.4,539,,,10-04-2016 03:45,475723.9,565
,10-04-2015 04:00,409462.4,540,,,10-04-2016 04:00,475723.9,565
,10-04-2015 04:15,409462.4,540,,,10-04-2016 04:15,475723.9,565
,10-04-2015 04:30,404365.3,541,,,10-04-2016 04:30,470626.9,565
,10-04-2015 04:45,404365.3,541,,,10-04-2016 04:45,470626.9,565
,10-04-2015 05:00,404365.3,541,,,10-04-2016 05:00,470626.9,565
,10-04-2015 05:15,404365.3,541,,,10-04-2016 05:15,470626.9,565
,10-04-2015 05:30,404365.3,542,,,10-04-2016 05:30,470626.9,564
,10-04-2015 05:45,404365.3,541,,,10-04-2016 05:45,470626.9,564
,10-04-2015 06:00,404365.3,542,,,10-04-2016 06:00,465529.8,564
,10-04-2015 06:15,404365.3,541,,,10-04-2016 06:15,465529.8,563
,10-04-2015 06:30,404365.3,541,,,10-04-2016 06:30,460432.8,564
,10-04-2015 06:45,399268.3,541,,,10-04-2016 06:45,460432.8,564
,10-04-2015 07:00,399268.3,540,,,10-04-2016 07:00,460432.8,565
,10-04-2015 07:15,399268.3,540,,,10-04-2016 07:15,455335.8,566
,10-04-2015 07:30,399268.3,540,,,10-04-2016 07:30,455335.8,567
,10-04-2015 07:45,399268.3,539,,,10-04-2016 07:45,455335.8,567
,10-04-2015 08:00,399268.3,539,,,10-04-2016 08:00,455335.8,567
,10-04-2015 08:15,399268.3,538,,,10-04-2016 08:15,455335.8,567
,10-04-2015 08:30,394171.2,538,,,10-04-2016 08:30,450238.7,567
,10-04-2015 08:45,399268.3,537,,,10-04-2016 08:45,445141.7,566
,10-04-2015 09:00,394171.2,537,,,10-04-2016 09:00,445141.7,565
,10-04-2015 09:15,399268.3,536,,,10-04-2016 09:15,445141.7,564
,10-04-2015 09:30,394171.2,536,,,10-04-2016 09:30,445141.7,564
,10-04-2015 09:45,394171.2,536,,,10-04-2016 09:45,440044.6,564
,10-04-2015 10:00,394171.2,535,,,10-04-2016 10:00,440044.6,563
,10-04-2015 10:15,390773.2,535,,,10-04-2016 10:15,440044.6,563
,10-04-2015 10:30,394171.2,536,,,10-04-2016 10:30,440044.6,562
,10-04-2015 10:45,394171.2,536,,,10-04-2016 10:45,440044.6,562
,10-04-2015 11:00,394171.2,536,,,10-04-2016 11:00,434947.6,562
,10-04-2015 11:15,394171.2,537,,,10-04-2016 11:15,429850.5,564
,10-04-2015 11:30,394171.2,537,,,10-04-2016 11:30,429850.5,564
,10-04-2015 11:45,394171.2,538,,,10-04-2016 11:45,429850.5,564
,10-04-2015 12:00,394171.2,539,,,10-04-2016 12:00,429850.5,564
,10-04-2015 12:15,394171.2,540,,,10-04-2016 12:15,429850.5,565
,10-04-2015 12:30,390773.2,541,,,10-04-2016 12:30,424753.5,565
,10-04-2015 12:45,394171.2,542,,,10-04-2016 12:45,429850.5,564
,10-04-2015 13:00,394171.2,542,,,10-04-2016 13:00,429850.5,565
,10-04-2015 13:15,394171.2,543,,,10-04-2016 13:15,429850.5,566
,10-04-2015 13:30,390773.2,543,,,10-04-2016 13:30,424753.5,567
,10-04-2015 13:45,394171.2,544,,,10-04-2016 13:45,424753.5,568
,10-04-2015 14:00,394171.2,544,,,10-04-2016 14:00,424753.5,568
,10-04-2015 14:15,390773.2,545,,,10-04-2016 14:15,419656.5,569
,10-04-2015 14:30,390773.2,545,,,10-04-2016 14:30,419656.5,569
,10-04-2015 14:45,394171.2,545,,,10-04-2016 14:45,419656.5,569
,10-04-2015 15:00,390773.2,546,,,10-04-2016 15:00,424753.5,568
,10-04-2015 15:15,390773.2,545,,,10-04-2016 15:15,419656.5,567
,10-04-2015 15:30,390773.2,545,,,10-04-2016 15:30,419656.5,567
,10-04-2015 15:45,390773.2,544,,,10-04-2016 15:45,414559.4,566
,10-04-2015 16:00,390773.2,544,,,10-04-2016 16:00,419656.5,566
,10-04-2015 16:15,385676.2,543,,,10-04-2016 16:15,419656.5,566
,10-04-2015 16:30,390773.2,543,,,10-04-2016 16:30,419656.5,566
,10-04-2015 16:45,390773.2,543,,,10-04-2016 16:45,414559.4,565
,10-04-2015 17:00,390773.2,542,,,10-04-2016 17:00,414559.4,573
,10-04-2015 17:15,390773.2,542,,,10-04-2016 17:15,419656.5,563
,10-04-2015 17:30,390773.2,542,,,10-04-2016 17:30,419656.5,564
,10-04-2015 17:45,390773.2,542,,,10-04-2016 17:45,419656.5,563
